Compresa,Particella,Numero,Genere,Diametro,Altezza,UTMLon,UTMLat,GaussLon,GaussLat,Lon,Lat,Note
Serra,17,23,Douglas,34,,614144,4267903,,,16.309944,38.552237,
Serra,17,24,Douglas,45,,614085,4267949,,,16.309274,38.552659,
Serra,17,25,Abete Bianco,55,,614033,4267953,,,16.308678,38.552701,
Serra,17,26,Faggio,50,,613943,4267986,,,16.307651,38.553010,
Serra,17,27,Faggio,32,,614325,4268090,,,16.312051,38.553898,
Serra,17,28,Faggio,49,,613947,4268033,,,16.307705,38.553433,
Serra,17,29,Abete Bianco,58,,613917,4268000,,,16.307355,38.553140,
Serra,17,30,Abete Bianco,55,,613885,4268025,,,16.306992,38.553369,
Serra,17,31,Faggio,59,,613883,4267997,,,16.306964,38.553117,
Serra,17,32,Abete Bianco,57,,613861,4267971,,,16.306708,38.552886,
Serra,17,33,Faggio,54,,613768,4267893,,,16.305628,38.552195,
Serra,17,34,Abete Bianco,70,,613751,4267915,,,16.305437,38.552395,
Serra,17,35,Abete Bianco,48,,613833,4267948,,,16.306383,38.552682,
Serra,17,36,Abete Bianco,57,,613715,4267899,,,16.305021,38.552256,
Serra,17,37,Castagno,40,,613969,4268014,,,16.307954,38.553259,
Serra,17,38,Faggio,47,,614357,4268123,,,16.312424,38.554191,
Serra,17,39,Abete Bianco,37,,614332,4268121,,,16.312136,38.554177,
Serra,17,40,Faggio,62,,614183,4268009,,,16.310408,38.553187,
Serra,17,41,Abete Bianco,57,,614253,4268111,,,16.311228,38.554097,
Serra,17,42,Abete Bianco,58,,614274,4268084,,,16.311465,38.553851,
Serra,17,43,Douglas,55,,614228,4268044,,,16.310930,38.553496,
Serra,17,44,Abete Bianco,50,,614203,4268110,,,16.310654,38.554094,
Serra,17,45,Abete Bianco,47,,614126,4268114,,,16.309772,38.554140,
Serra,17,46,Faggio,47,,614160,4268091,,,16.310158,38.553928,
Serra,17,47,Abete Bianco,49,,614064,4268117,,,16.309061,38.554175,
Serra,17,48,Abete Bianco,48,,614070,4268164,,,16.309137,38.554598,
Serra,17,49,Abete Bianco,50,,614074,4268211,,,16.309191,38.555021,
Serra,17,50,Abete Bianco,52,,614133,4268147,,,16.309857,38.554436,
Serra,17,51,Abete Bianco,45,,614231,4268140,,,16.310981,38.554361,
Serra,17,52,Castagno,36,,614173,4268215,,,16.310327,38.555044,
Serra,17,53,Castagno,38,,614136,4268194,,,16.309899,38.554860,
Serra,17,54,Castagno,49,,614112,4268193,,,16.309624,38.554854,
Serra,17,55,Abete Bianco,48,,614218,4268178,,,16.310838,38.554705,
Serra,17,56,Douglas,56,,614089,4268060,,,16.309338,38.553658,
Serra,17,57,Douglas,52,,614054,4268039,,,16.308933,38.553474,
Serra,17,58,Douglas,48,,614093,4267987,,,16.309372,38.553000,
Serra,17,59,Abete Bianco,44,,614084,4268019,,,16.309274,38.553290,
Serra,17,60,Abete Bianco,46,,613591,4267660,,,16.303559,38.550118,
Serra,17,61,Castagno,38,,613658,4267715,,,16.304337,38.550605,
Serra,17,62,Abete Bianco,48,,613626,4267580,,,16.303948,38.549393,
Serra,17,63,Douglas,41,,613676,4267546,,,16.304516,38.549080,
Serra,17,64,Douglas,46,,613629,4267479,,,16.303966,38.548483,
Serra,17,65,Abete Bianco,47,,613580,4267463,,,16.303401,38.548345,
Serra,17,66,Abete Bianco,47,,613548,4267589,,,16.303054,38.549484,
Serra,17,66,Abete Bianco,43,,613512,4267630,,,16.302648,38.549858,
Serra,17,67,Abete Bianco,46,,613544,4267529,,,16.302999,38.548944,
Serra,17,68,Abete Bianco,52,,613544,4267529,,,16.302999,38.548944,
Serra,18,1,Abete Bianco,69,,613090,4267855,,,16.297843,38.551939,
Serra,18,2,Abete Bianco,58,,613078,4267832,,,16.297701,38.551733,
Serra,18,3,Abete Bianco,89,,613200,4267768,,,16.299091,38.551141,
Serra,18,4,Abete Bianco,44,,613325,4267718,,,16.300517,38.550675,
Serra,18,5,Tiglio,63,,613302,4267762,,,16.300260,38.551074,
Serra,18,6,Tasso,71,,613406,4267775,,,16.301455,38.551178,
Serra,18,7,Abete Bianco,69,,613119,4267587,,,16.298132,38.549521,
Serra,18,8,Abete Bianco,60,,613075,4267579,,,16.297626,38.549454,
Serra,18,9,Abete Bianco,60,,613845,4267781,,,16.306493,38.551176,
Serra,18,10,Abete Bianco,66,,613043,4267590,,,16.297261,38.549557,
Serra,18,11,Faggio,55,,612981,426771,,,16.017572,3.860461,
Serra,18,12,Abete Bianco,48,,614004,4267703,,,16.308305,38.550453,
Serra,18,13,Abete Bianco,37,,613012,4267732,,,16.296928,38.550841,
Serra,18,14,Farnia,40,,613084,4267710,,,16.297750,38.550633,
Serra,18,15,Abete Bianco,43,,613922,4267886,,,16.307394,38.552112,
Serra,18,16,Faggio,58,,613105,4267648,,,16.297981,38.550072,
Serra,18,17,Faggio,43,,613837,4267915,,,16.306423,38.552384,
Serra,18,18,Castagno,63,,613921,4267811,,,16.307370,38.551436,
Serra,18,19,Castagno,62,,613901,4267932,,,16.307160,38.552529,
Serra,18,20,Abete Bianco,67,,613301,4267463,,,16.300200,38.548380,
Serra,18,21,Faggio,57,,613981,4267918,,,16.308076,38.552393,
Serra,18,22,Abete Bianco,64,,614141,4267856,,,16.309902,38.551814,
Serra,18,23,Douglas,34,,613497,4267396,,,16.302438,38.547752,
Serra,18,24,Douglas,45,,613435,4267477,,,16.301740,38.548489,
Serra,18,25,Abete Bianco,55,,614033,4267953,,,16.308678,38.552701,
Serra,18,26,Faggio,50,,613943,4267986,,,16.307651,38.553010,
Serra,18,27,Faggio,32,,613420,4267539,,,16.301578,38.549050,
Serra,18,28,Faggio,49,,613364,4267530,,,16.300934,38.548976,
Serra,18,29,Abete Bianco,58,,613917,4268000,,,16.307355,38.553140,
Serra,18,30,Abete Bianco,55,,613885,4268025,,,16.306992,38.553369,
Serra,18,31,Faggio,59,,613883,4267997,,,16.306964,38.553117,
Serra,18,32,Abete Bianco,57,,613171,4267619,,,16.298734,38.549802,
Serra,18,33,Faggio,54,,613185,4267558,,,16.298885,38.549251,
Serra,18,34,Abete Bianco,70,,613150,4267681,,,16.298503,38.550364,
Serra,18,35,Abete Bianco,48,,613206,4267670,,,16.299144,38.550257,
Serra,18,36,Abete Bianco,57,,613235,4267735,,,16.299487,38.550839,
Serra,18,37,Castagno,40,,614325,4268090,,,16.312051,38.553898,
Serra,18,38,Faggio,47,,614357,4268123,,,16.312424,38.554191,
Serra,18,39,Abete Bianco,37,,614332,4268121,,,16.312136,38.554177,
Serra,18,40,Faggio,62,,614183,4268009,,,16.310408,38.553187,
Serra,18,41,Abete Bianco,57,,614253,4268111,,,16.311228,38.554097,
Serra,18,42,Abete Bianco,58,,614274,4268084,,,16.311465,38.553851,
Serra,18,43,Douglas,55,,614228,4268044,,,16.310930,38.553496,
Serra,18,44,Abete Bianco,50,,613385,4267687,,,16.301200,38.550388,
Serra,18,45,Abete Bianco,47,,614126,4268114,,,16.309772,38.554140,
Serra,18,46,Faggio,47,,614160,4268091,,,16.310158,38.553928,
Serra,18,47,Abete Bianco,49,,613279,4267802,,,16.300003,38.551437,
Serra,18,48,Abete Bianco,48,,613201,4267822,,,16.299111,38.551627,
Serra,19,1,Abete Bianco,51,,613018,4266499,,,16.296797,38.539731,
Serra,19,2,Douglas,45,,612998,4266534,,,16.296573,38.540049,
Serra,19,3,Abete Bianco,40,,612857,4267014,,,16.295034,38.544391,
Serra,19,3,Douglas,59,,612980,4266550,,,16.296370,38.540195,
Serra,19,4,Douglas,47,,612955,4266601,,,16.296091,38.540658,
Serra,19,5,Douglas,53,,612959,4266620,,,16.296140,38.540829,
Serra,19,6,Douglas,44,,612956,4266670,,,16.296114,38.541279,Lat originale d26667’0
Serra,19,7,Douglas,55,,612806,4266789,,,16.294412,38.542371,
Serra,19,8,Abete Bianco,63,,612928,4266717,,,16.295800,38.541706,
Serra,19,9,Abete Bianco,69,,612867,4266774,,,16.295109,38.542228,
Serra,19,10,Abete Bianco,73,,612844,4269625,,,16.295307,38.567917,
Serra,19,12,Pino Laricio,59,,612886,4266847,,,16.295339,38.542883,
Serra,19,13,Faggio,55,,612780,4266881,,,16.294129,38.543203,
Serra,19,14,Abete Bianco,37,,612882,4266889,,,16.295300,38.543262,
Serra,19,15,Abete Bianco,52,,612886,4266873,,,16.295343,38.543117,
Serra,19,16,Faggio,43,,612884,4266873,,,16.295321,38.543118,
Serra,19,17,Abete Bianco,41,,612939,4266879,,,16.295952,38.543165,
Serra,19,18,Abete Bianco,51,,612952,4296899,,,16.300989,38.813629,
Serra,19,19,Faggio,33,,612929,4266893,,,16.295840,38.543292,
Serra,19,20,Pino Laricio,55,,612832,4266847,,,16.294720,38.542890,
Serra,19,21,Pino Laricio,50,,612732,4266939,,,16.293587,38.543731,
Serra,19,22,Abete Bianco,51,,612737,4267912,,,16.293802,38.552497,
Serra,19,23,Castagno,38,,612710,4267930,,,16.293495,38.552663,
Serra,19,24,Abete Bianco,58,,612660,4267107,,,16.292789,38.545254,
Serra,19,25,Castagno,33,,612668,4267242,,,16.292902,38.546470,
Serra,19,26,Abete Bianco,49,,612660,4267305,,,16.292820,38.547038,
Serra,19,27,Abete Bianco,29,,612665,4267355,,,16.292886,38.547488,
Serra,19,28,Pino Laricio,58,,612653,4267448,,,16.292763,38.548327,
Serra,19,29,Abete Bianco,41,,612675,4267471,,,16.293019,38.548532,
Serra,19,30,Abete Bianco,51,,612751,4266976,,,16.293811,38.544062,
Serra,19,31,Abete Bianco,41,,612849,4267020,,,16.294943,38.544446,
Serra,19,32,Abete Bianco,46,,612852,4267015,,,16.294976,38.544401,Lon originale 6128524267015
Serra,19,34,Abete Bianco,68,,612838,4267037,,,16.294819,38.544601,
Serra,19,35,Abete Bianco,49,,613832,4267041,,,16.306223,38.544510,
Serra,19,36,Abete Bianco,38,,612839,4267051,,,16.294833,38.544727,
Serra,19,37,Abete Bianco,28,,612834,4267083,,,16.294781,38.545016,
Serra,19,38,Abete Bianco,35,,612822,4267140,,,16.294652,38.545531,
Serra,19,39,Abete Bianco,53,,612828,4267149,,,16.294723,38.545611,
Serra,19,40,Abete Bianco,49,,612827,4267156,,,16.294712,38.545675,
Serra,19,41,Abete Bianco,55,,612806,4266789,,,16.294412,38.542371,
Serra,19,41,Abete Bianco,54,,612821,4267164,,,16.294645,38.545747,
Serra,19,42,Abete Bianco,46,,612806,4267169,,,16.294473,38.545794,
Serra,19,43,Abete Bianco,43,,612786,4267165,,,16.294243,38.545761,
Serra,19,44,Abete Bianco,35,,612690,4267284,,,16.293161,38.546845,
Serra,19,45,Abete Bianco,38,,612733,4267269,,,16.293652,38.546705,
Serra,19,46,Abete Bianco,37,,612768,4267252,,,16.294051,38.546547,
Serra,19,47,Abete Bianco,35,,612879,4267201,,,16.295316,38.546073,
Serra,19,48,Abete Bianco,36,,612865,4267230,,,16.295160,38.546336,
Serra,19,49,Abete Bianco,46,,612763,4267315,,,16.294004,38.547115,
Serra,19,50,Abete Bianco,43,,612734,4267323,,,16.293672,38.547191,
Serra,19,51,Abete Bianco,35,,612791,4267306,,,16.294324,38.547031,
Serra,19,52,Abete Bianco,39,,612842,4267264,,,16.294902,38.546646,
Serra,19,53,Abete Bianco,47,,612818,4267265,,,16.294627,38.546658,
Serra,19,54,Abete Bianco,30,,612946,4267230,,,16.296090,38.546326,
Serra,19,55,Faggio,40,,612969,4267189,,,16.296347,38.545954,
Serra,19,56,Abete Bianco,39,,613013,4267329,,,16.296874,38.547210,
Serra,19,57,Abete Bianco,37,,612959,4267249,,,16.296242,38.546496,
Serra,19,58,Douglas,50,,612970,4267253,,,16.296369,38.546530,
Serra,19,59,Douglas,49,,612006,4267304,,,16.285317,38.547112,
Serra,19,60,Abete Bianco,31,,612907,4267301,,,16.295654,38.546971,
Serra,19,61,Abete Bianco,43,,612937,4267300,,,16.295998,38.546958,
Serra,19,62,Abete Bianco,26,,612937,4267341,,,16.296004,38.547327,
Serra,19,63,Abete Bianco,38,,612918,4267349,,,16.295788,38.547402,
Serra,19,64,Abete Bianco,50,,612907,4267367,,,16.295664,38.547565,
Serra,19,65,Abete Bianco,48,,612883,4267308,,,16.295379,38.547037,
Serra,19,66,Abete Bianco,40,,612863,4263321,,,16.294506,38.511117,
Serra,19,67,Abete Bianco,36,,612952,4267282,,,16.296167,38.546794,
Serra,19,68,Abete Bianco,41,,613003,4267271,,,16.296750,38.546688,
Serra,19,69,Abete Bianco,52,,613128,4267301,,,16.298189,38.546943,
Serra,19,70,Abete Bianco,43,,613086,4267319,,,16.297710,38.547110,
Serra,19,71,Abete Bianco,38,,612924,4267362,,,16.295858,38.547518,
Serra,19,72,Pino Laricio,47,,612924,4267387,,,16.295863,38.547743,
Serra,19,73,Pino Laricio,41,,612759,4267418,,,16.293974,38.548044,
Serra,19,74,Abete Bianco,42,,612719,4267445,,,16.293520,38.548292,
Serra,20,1,Abete Bianco,58,,613196,4267168,,,16.298948,38.545736,
Serra,20,2,Abete Bianco,41,,613152,4267157,,,16.298441,38.545642,
Serra,20,3,Douglas,48,,613130,4267197,,,16.298195,38.546005,
Serra,20,4,Douglas,62,,613052,4267176,,,16.297297,38.545826,
Serra,20,5,Abete Bianco,36,,613043,4267118,,,16.297184,38.545305,
Serra,20,6,Faggio,39,,613076,4267086,,,16.297558,38.545012,
Serra,20,7,Abete Bianco,69,,614097,4267628,,,16.309359,38.549765,
Serra,20,8,Abete Bianco,60,,614021,4267642,,,16.308490,38.549901,
Serra,20,9,Abete Bianco,60,,614045,4267589,,,16.308756,38.549420,
Serra,20,10,Abete Bianco,66,,614083,4267561,,,16.309188,38.549163,
Serra,20,11,Faggio,55,,614107,4267507,,,16.309454,38.548674,
Serra,20,12,Abete Bianco,48,,614021,4267535,,,16.308472,38.548937,
Serra,20,13,Abete Bianco,37,,613970,4267594,,,16.307897,38.549475,
Serra,20,14,Abete Rosso,40,,614045,4267482,,,16.308739,38.548456,
Serra,20,15,Farnia,43,,613839,4267530,,,16.306383,38.548915,
Serra,20,16,Faggio,58,,613910,4267533,,,16.307198,38.548933,
Serra,20,17,Faggio,43,,613955,4267519,,,16.307712,38.548801,
Serra,20,18,Castagno,63,,613979,4267465,,,16.307979,38.548312,
Serra,20,19,Castagno,62,,613934,4267479,,,16.307465,38.548444,
Serra,20,20,Abete Bianco,67,,613863,4267476,,,16.306650,38.548426,
Serra,20,21,Faggio,57,,613799,4267465,,,16.305914,38.548335,
Serra,20,22,Abete Bianco,64,,613823,4267412,,,16.306181,38.547854,
Serra,20,23,Abete Bianco,34,,613754,4267398,,,16.305387,38.547737,
Serra,20,24,Abete Bianco,45,,613778,4267344,,,16.305653,38.547247,
Serra,20,25,Abete Bianco,55,,613740,4267310,,,16.305212,38.546946,
Serra,20,26,Faggio,50,,613764,4267257,,,16.305478,38.546465,
Serra,20,27,Faggio,32,,613711,4267261,,,16.304871,38.546508,
Serra,21,1,Douglas,66,,613529,4267246,,,16.302781,38.546396,
Serra,21,2,Faggio,54,,613505,4267299,,,16.302514,38.546877,
Serra,21,3,Abete Bianco,57,,613453,4267318,,,16.301920,38.547054,
Serra,21,4,Abete Rosso,50,,613376,4267354,,,16.301043,38.547389,
Serra,21,5,Abete Rosso,45,,613289,4267392,,,16.300051,38.547742,
Serra,21,6,Douglas,49,,613214,4267422,,,16.299195,38.548022,
Serra,21,7,Abete Bianco,44,,613631,4267342,,,16.303966,38.547248,
Serra,21,8,Abete Bianco,44,,613663,4267390,,,16.304341,38.547676,
Serra,21,9,Abete Rosso,66,,613700,4267435,,,16.304773,38.548077,
Serra,21,10,Abete Rosso,48,,613732,4267484,,,16.305148,38.548514,
Serra,21,11,Faggio,48,,613700,4267435,,,16.304773,38.548077,
Serra,21,12,Douglas,62,,613732,4267484,,,16.305148,38.548514,
Serra,21,13,Douglas,44,,613700,4267435,,,16.304773,38.548077,
Serra,21,14,Abete Rosso,48,,613732,4267484,,,16.305148,38.548514,
Serra,21,15,Castagno,38,,613700,4267435,,,16.304773,38.548077,
Serra,21,16,Faggio,58,,613732,4267484,,,16.305148,38.548514,
Serra,21,17,Faggio,46,,613700,4267435,,,16.304773,38.548077,
Serra,21,18,Castagno,43,,613732,4267484,,,16.305148,38.548514,
Serra,21,18,Douglas,58,,613732,4267484,,,16.305148,38.548514,
Serra,21,18,Faggio,66,,613732,4267484,,,16.305148,38.548514,
Serra,21,19,Abete Bianco,49,,613700,4267435,,,16.304773,38.548077,
Serra,21,19,Castagno,38,,613700,4267435,,,16.304773,38.548077,
Serra,21,19,Douglas,49,,613700,4267435,,,16.304773,38.548077,
Serra,21,20,Abete Bianco,39,,613732,4267484,,,16.305148,38.548514,
Serra,21,20,Abete Bianco,56,,613732,4267484,,,16.305148,38.548514,
Serra,21,20,Douglas,66,,613732,4267484,,,16.305148,38.548514,
Serra,21,21,Douglas,41,,613700,4267435,,,16.304773,38.548077,
Serra,21,21,Faggio,37,,613700,4267435,,,16.304773,38.548077,
Serra,21,21,Faggio,44,,613700,4267435,,,16.304773,38.548077,
Serra,21,22,Abete Bianco,55,,613732,4267484,,,16.305148,38.548514,
Serra,21,22,Abete Bianco,56,,613732,4267484,,,16.305148,38.548514,
Serra,21,22,Faggio,43,,613732,4267484,,,16.305148,38.548514,
Serra,21,23,Douglas,54,,613700,4267435,,,16.304773,38.548077,
Serra,21,24,Faggio,52,,613732,4267484,,,16.305148,38.548514,
Serra,21,25,Abete Bianco,49,,613700,4267435,,,16.304773,38.548077,
Serra,21,26,Abete Rosso,53,,613732,4267484,,,16.305148,38.548514,
Serra,21,27,Abete Bianco,58,,613732,4267484,,,16.305148,38.548514,
Serra,21,28,Abete Bianco,45,,613700,4267435,,,16.304773,38.548077,
Serra,21,29,Abete Bianco,53,,613732,4267484,,,16.305148,38.548514,
Serra,21,30,Abete Bianco,49,,613700,4267435,,,16.304773,38.548077,
Serra,21,31,Douglas,55,,613732,4267484,,,16.305148,38.548514,
Serra,21,32,Douglas,49,,613700,4267435,,,16.304773,38.548077,
Serra,21,33,Douglas,39,,613732,4267484,,,16.305148,38.548514,
Serra,21,34,Abete Bianco,49,,613700,4267435,,,16.304773,38.548077,
Serra,21,35,Abete Bianco,56,,613732,4267484,,,16.305148,38.548514,
Serra,21,36,Castagno,36,,613700,4267435,,,16.304773,38.548077,
Serra,21,37,Douglas,66,,613732,4267484,,,16.305148,38.548514,
Serra,21,38,Faggio,44,,613700,4267435,,,16.304773,38.548077,
Serra,21,39,Abete Bianco,66,,613732,4267484,,,16.305148,38.548514,
Serra,22,1,Abete Bianco,60,,613351,4266469,,,16.300612,38.539418,
Serra,22,2,Faggio,47,,613355,4266474,,,16.300659,38.539463,
Serra,22,3,Abete Bianco,65,,613361,4266486,,,16.300730,38.539570,
Serra,22,4,Abete Bianco,39,,613364,4266498,,,16.300766,38.539678,
Serra,22,5,Abete Bianco,58,,613373,4266531,,,16.300875,38.539974,
Serra,22,6,Abete Bianco,48,,613391,4266560,,,16.301086,38.540233,
Serra,22,7,Abete Bianco,50,,613413,4266560,,,16.301338,38.540230,
Serra,22,8,Abete Bianco,60,,613413,4266662,,,16.301355,38.541149,
Serra,22,9,Abete Bianco,4,,613455,4266751,,,16.301851,38.541946,
Serra,22,10,Abete Bianco,44,,613470,4266873,,,16.302043,38.543043,
Serra,22,11,Castagno,46,,613492,4266949,,,16.302308,38.543725,
Serra,22,12,Abete Bianco,48,,613516,4266986,,,16.302589,38.544055,
Serra,22,13,Abete Bianco,42,,613520,4267009,,,16.302639,38.544262,
Serra,22,14,Abete Bianco,40,,613516,4267014,,,16.302594,38.544307,
Serra,22,15,Faggio,40,,613481,4267020,,,16.302193,38.544366,
Serra,22,16,Castagno,43,,613477,4267012,,,16.302146,38.544294,
Serra,22,17,Abete Bianco,53,,613450,4266997,,,16.301834,38.544163,
Serra,22,18,Abete Bianco,39,,613335,4266895,,,16.300498,38.543258,
Serra,22,19,Abete Bianco,46,,613339,4266883,,,16.300542,38.543150,
Serra,22,20,Abete Bianco,37,,613349,4266868,,,16.300654,38.543013,
Serra,22,21,Abete Bianco,36,,613325,4266758,,,16.300361,38.542025,
Serra,22,22,Douglas,58,,613312,4266752,,,16.300211,38.541973,
Serra,22,23,Douglas,49,,613292,4266758,,,16.299982,38.542030,
Serra,22,24,Douglas,34,,613263,4266757,,,16.299650,38.542024,
Serra,22,25,Abete Bianco,47,,613261,4266754,,,16.299626,38.541997,Lat orig 0.4266754
Serra,22,26,Abete Bianco,45,,613256,4266707,,,16.299561,38.541575,
Serra,22,27,Abete Bianco,46,,613272,4266700,,,16.299744,38.541510,
Serra,22,28,Douglas,48,,613295,4266692,,,16.300006,38.541434,
Serra,22,29,Abete Bianco,51,,613324,4266683,,,16.300337,38.541350,
Serra,22,30,Abete Bianco,49,,613335,4266685,,,16.300464,38.541366,
Serra,22,31,Abete Bianco,36,,613335,4266452,,,16.300426,38.539267,
Serra,22,32,Abete Bianco,47,,613313,4266466,,,16.300176,38.539396,
Serra,22,33,Faggio,39,,613292,4266483,,,16.299938,38.539552,
Serra,22,34,Abete Bianco,42,,613217,4266566,,,16.299091,38.540309,
Serra,22,35,Abete Bianco,46,,613201,4266580,,,16.298910,38.540437,
Serra,22,36,Faggio,42,,613157,4266603,,,16.298409,38.540650,
Serra,22,37,Abete Bianco,44,,613152,4266606,,,16.298352,38.540678,
Serra,22,38,Faggio,44,,613147,4266602,,,16.298294,38.540642,
Serra,22,39,Abete Bianco,48,,613146,4266595,,,16.298281,38.540580,
Serra,22,40,Abete Bianco,28,,613133,4266580,,,16.298130,38.540446,
Serra,22,41,Faggio,38,,613119,4266580,,,16.297969,38.540448,
Serra,22,42,Faggio,55,,613115,4266581,,,16.297923,38.540457,
Serra,22,43,Faggio,43,,613106,4266587,,,16.297821,38.540513,
Serra,22,44,Faggio,34,,613089,4266602,,,16.297628,38.540650,
Serra,22,45,Abete Bianco,35,,613086,4266616,,,16.297596,38.540776,
Serra,22,46,Abete Bianco,50,,613079,4266646,,,16.297521,38.541048,
Serra,22,47,Abete Bianco,43,,613089,4266692,,,16.297643,38.541461,
Serra,22,48,Abete Bianco,38,,613133,4266726,,,16.298153,38.541761,
Serra,22,49,Douglas,53,,613120,4266809,,,16.298018,38.542511,
Serra,22,50,Douglas,30,,613110,4266809,,,16.297903,38.542512,
Serra,23,1,Abete Bianco,51,28,613783,4266162,,,16.305518,38.536597,
Serra,23,2,Abete Bianco,59,29,613780,4266162,,,16.305484,38.536597,
Serra,23,3,Abete Bianco,43,28,613765,4266267,,,16.305329,38.537545,
Serra,23,4,Abete Bianco,44,26,613783,4266339,,,16.305547,38.538192,
Serra,23,5,Abete Bianco,34,26,613746,4266483,,,16.305146,38.539494,
Serra,23,6,Abete Bianco,54,28,713743,4266511,,,17.451795,38.521344,
Serra,23,7,Abete Bianco,43,27,613777,4266571,,,16.305516,38.540283,
Serra,23,8,Faggio,37,23,613834,4266727,,,16.306195,38.541681,
Serra,23,9,Abete Bianco,38,27,613819,4266796,,,16.306034,38.542305,
Serra,23,10,Abete Bianco,37,31,613826,4266880,,,16.306128,38.543061,
Serra,23,11,Faggio,42,24,613836,4266962,,,16.306256,38.543798,
Serra,23,12,Faggio,53,26,613841,4267055,,,16.306329,38.544635,
Serra,23,13,Castagno,34,23,613838,4267076,,,16.306298,38.544825,
Serra,23,14,Faggio,51,26,613841,4267172,,,16.306348,38.545689,
Serra,23,15,Castagno,32,25,613878,4267252,,,16.306786,38.546405,
Serra,23,16,Abete Bianco,40,30,613898,4267283,,,16.307020,38.546682,
Serra,23,17,Faggio,23,22,613905,4267348,,,16.307111,38.547267,
Serra,23,18,Faggio,49,24,613919,4267339,,,16.307270,38.547184,
Serra,23,19,Farnia,34,23,613931,4267324,,,16.307405,38.547047,
Serra,23,20,Abete Bianco,53,32,613927,4267232,,,16.307344,38.546219,
Serra,23,21,Farnia,45,26,613957,4267088,,,16.307665,38.544918,
Serra,23,22,Abete Bianco,34,27,613948,4267032,,,16.307553,38.544414,
Serra,23,23,Faggio,41,26,613608,4266322,,,16.303537,38.538061,
Serra,23,24,Faggio,33,27,613611,4266321,,,16.303571,38.538052,
Serra,23,25,Abete Bianco,42,31,613614,4266324,,,16.303606,38.538078,
Serra,23,26,Faggio,29,26,613619,4266363,,,16.303669,38.538429,
Serra,23,27,Farnia,34,26,613647,4266428,,,16.304001,38.539011,
Serra,23,28,Farnia,59,27,613660,4266435,,,16.304152,38.539072,
Serra,23,29,Farnia,49,27,613714,4266442,,,16.304772,38.539129,
Serra,23,30,Farnia,38,25,613711,4266433,,,16.304736,38.539048,
Serra,23,31,Faggio,38,27,614715,4266415,,,16.316251,38.538757,
Serra,23,32,Faggio,56,26,613665,4266382,,,16.304200,38.538594,
Serra,23,33,Abete Bianco,34,29,613572,4266380,,,16.303133,38.538588,
Serra,23,34,Castagno,27,28,614561,4266408,,,16.314483,38.538714,
Serra,23,35,Faggio,39,26,613562,4266486,,,16.303036,38.539544,
Serra,23,36,Farnia,36,25,613593,4266558,,,16.303403,38.540189,
Serra,23,37,Faggio,32,29,613661,4266569,,,16.304185,38.540280,
Serra,23,38,Farnia,48,27,613665,4266579,,,16.304232,38.540369,
Serra,23,39,Farnia,35,25,613684,4266600,,,16.304454,38.540556,
Serra,23,40,Farnia,39,27,613704,4266641,,,16.304690,38.540923,
Serra,23,41,Castagno,39,27,613705,4266643,,,16.304702,38.540941,
Serra,23,42,Abete Bianco,46,29,613616,4266670,,,16.303685,38.541195,
Serra,23,43,Abete Bianco,56,31,613634,4266706,,,16.303897,38.541517,
Serra,23,44,Abete Bianco,36,29,613638,4266715,,,16.303945,38.541598,
Serra,23,45,Farnia,27,26,613651,4266753,,,16.304100,38.541939,
Serra,23,46,Abete Bianco,48,31,613674,4266797,,,16.304371,38.542332,
Serra,23,47,Faggio,33,29,613693,4266843,,,16.304597,38.542744,
Serra,23,48,Abete Bianco,39,28,613694,4266844,,,16.304608,38.542753,
Serra,23,49,Abete Bianco,34,28,613694,4266844,,,16.304608,38.542753,
Serra,23,50,Abete Bianco,43,29,613694,4266845,,,16.304608,38.542762,
Serra,23,51,Abete Bianco,51,30,613694,4266846,,,16.304608,38.542771,
Serra,23,52,Abete Bianco,43,29,613694,4266847,,,16.304609,38.542780,
Serra,23,53,Abete Bianco,41,27,613597,4266813,,,16.303490,38.542486,
Serra,23,54,Castagno,30,26,613592,4266795,,,16.303430,38.542325,
Serra,23,55,Abete Bianco,46,29,613592,4266788,,,16.303429,38.542262,
Serra,23,56,Abete Bianco,40,28,613594,4266785,,,16.303451,38.542234,
Serra,23,57,Abete Bianco,42,30,613610,4266717,,,16.303624,38.541620,
Serra,23,58,Abete Bianco,39,29,613605,4266707,,,16.303565,38.541530,
Serra,23,59,Abete Bianco,42,28,613596,4266699,,,16.303460,38.541459,
Serra,23,60,Abete Bianco,45,29,613564,4266674,,,16.303089,38.541238,
